Microbe,Condition,Effect,Sample Type,Host,Method,Study Title,PubMed Link
Prevotella,Laryngeal carcinoma,Elevated,Tissue biopsie,Human,16S rRNA sequencing,The composition of microbiome in larynx and the throat biodiversity between laryngeal squamous cell carcinoma patients and control population,https://www.ncbi.nlm.nih.gov/pubmed/23824228
Parvimonas,Laryngeal carcinoma,Elevated,Tissue biopsie,Human,16S rRNA sequencing,The composition of microbiome in larynx and the throat biodiversity between laryngeal squamous cell carcinoma patients and control population,https://www.ncbi.nlm.nih.gov/pubmed/23824228
Peptostreptococcus,Laryngeal carcinoma,Elevated,Tissue biopsie,Human,16S rRNA sequencing,The composition of microbiome in larynx and the throat biodiversity between laryngeal squamous cell carcinoma patients and control population,https://www.ncbi.nlm.nih.gov/pubmed/23824228
Dialister,Laryngeal carcinoma,Elevated,Tissue biopsie,Human,16S rRNA sequencing,The composition of microbiome in larynx and the throat biodiversity between laryngeal squamous cell carcinoma patients and control population,https://www.ncbi.nlm.nih.gov/pubmed/23824228
Mobiluncus,Laryngeal carcinoma,Reduced,Tissue biopsie,Human,16S rRNA sequencing,The composition of microbiome in larynx and the throat biodiversity between laryngeal squamous cell carcinoma patients and control population,https://www.ncbi.nlm.nih.gov/pubmed/23824228
Erysipelotrichaceae incertae sedis,Laryngeal carcinoma,Elevated,Tissue biopsie,Human,16S rRNA sequencing,The composition of microbiome in larynx and the throat biodiversity between laryngeal squamous cell carcinoma patients and control population,https://www.ncbi.nlm.nih.gov/pubmed/23824228
Serratia,Laryngeal carcinoma,Elevated,Tissue biopsie,Human,16S rRNA sequencing,The composition of microbiome in larynx and the throat biodiversity between laryngeal squamous cell carcinoma patients and control population,https://www.ncbi.nlm.nih.gov/pubmed/23824228
Proteus,Laryngeal carcinoma,Elevated,Tissue biopsie,Human,16S rRNA sequencing,The composition of microbiome in larynx and the throat biodiversity between laryngeal squamous cell carcinoma patients and control population,https://www.ncbi.nlm.nih.gov/pubmed/23824228
Pyramidobacter,Laryngeal carcinoma,Reduced,Tissue biopsie,Human,16S rRNA sequencing,The composition of microbiome in larynx and the throat biodiversity between laryngeal squamous cell carcinoma patients and control population,https://www.ncbi.nlm.nih.gov/pubmed/23824228
Hallella,Laryngeal carcinoma,Reduced,Tissue biopsie,Human,16S rRNA sequencing,The composition of microbiome in larynx and the throat biodiversity between laryngeal squamous cell carcinoma patients and control population,https://www.ncbi.nlm.nih.gov/pubmed/23824228
Methylobacterium,Laryngeal carcinoma,Elevated,Tissue biopsie,Human,16S rRNA sequencing,The composition of microbiome in larynx and the throat biodiversity between laryngeal squamous cell carcinoma patients and control population,https://www.ncbi.nlm.nih.gov/pubmed/23824228
Peptostreptococcaceae incertae sedis,Laryngeal carcinoma,Elevated,Tissue biopsie,Human,16S rRNA sequencing,The composition of microbiome in larynx and the throat biodiversity between laryngeal squamous cell carcinoma patients and control population,https://www.ncbi.nlm.nih.gov/pubmed/23824228
Selenomonas,Laryngeal carcinoma,Elevated,Tissue biopsie,Human,16S rRNA sequencing,The composition of microbiome in larynx and the throat biodiversity between laryngeal squamous cell carcinoma patients and control population,https://www.ncbi.nlm.nih.gov/pubmed/23824228
Mycoplasma,Laryngeal carcinoma,Elevated,Tissue biopsie,Human,16S rRNA sequencing,The composition of microbiome in larynx and the throat biodiversity between laryngeal squamous cell carcinoma patients and control population,https://www.ncbi.nlm.nih.gov/pubmed/23824228
Catonella,Laryngeal carcinoma,Elevated,Tissue biopsie,Human,16S rRNA sequencing,The composition of microbiome in larynx and the throat biodiversity between laryngeal squamous cell carcinoma patients and control population,https://www.ncbi.nlm.nih.gov/pubmed/23824228
Aggregatibacter,Laryngeal carcinoma,Elevated,Tissue biopsie,Human,16S rRNA sequencing,The composition of microbiome in larynx and the throat biodiversity between laryngeal squamous cell carcinoma patients and control population,https://www.ncbi.nlm.nih.gov/pubmed/23824228
Staphylococcus,Laryngeal carcinoma,Elevated,Tissue biopsie,Human,16S rRNA sequencing,The composition of microbiome in larynx and the throat biodiversity between laryngeal squamous cell carcinoma patients and control population,https://www.ncbi.nlm.nih.gov/pubmed/23824228
Treponema,Laryngeal carcinoma,Elevated,Tissue biopsie,Human,16S rRNA sequencing,The composition of microbiome in larynx and the throat biodiversity between laryngeal squamous cell carcinoma patients and control population,https://www.ncbi.nlm.nih.gov/pubmed/23824228
Schlegelella,Laryngeal carcinoma,Elevated,Tissue biopsie,Human,16S rRNA sequencing,The composition of microbiome in larynx and the throat biodiversity between laryngeal squamous cell carcinoma patients and control population,https://www.ncbi.nlm.nih.gov/pubmed/23824228
Moraxella,Laryngeal carcinoma,Elevated,Tissue biopsie,Human,16S rRNA sequencing,The composition of microbiome in larynx and the throat biodiversity between laryngeal squamous cell carcinoma patients and control population,https://www.ncbi.nlm.nih.gov/pubmed/23824228
Capnocytophaga,Laryngeal carcinoma,Elevated,Tissue biopsie,Human,16S rRNA sequencing,The composition of microbiome in larynx and the throat biodiversity between laryngeal squamous cell carcinoma patients and control population,https://www.ncbi.nlm.nih.gov/pubmed/23824228
Helicobacter,Laryngeal carcinoma,Elevated,Tissue biopsie,Human,16S rRNA sequencing,The composition of microbiome in larynx and the throat biodiversity between laryngeal squamous cell carcinoma patients and control population,https://www.ncbi.nlm.nih.gov/pubmed/23824228
Pandoraea,Laryngeal carcinoma,Elevated,Tissue biopsie,Human,16S rRNA sequencing,The composition of microbiome in larynx and the throat biodiversity between laryngeal squamous cell carcinoma patients and control population,https://www.ncbi.nlm.nih.gov/pubmed/23824228
Abiotrophia,Laryngeal carcinoma,Elevated,Tissue biopsie,Human,16S rRNA sequencing,The composition of microbiome in larynx and the throat biodiversity between laryngeal squamous cell carcinoma patients and control population,https://www.ncbi.nlm.nih.gov/pubmed/23824228
Streptococcus,Psoriasis,Elevated,Skin swab,Human,qPCR,Substantial alterations of the cutaneous bacterial biota in psoriatic lesions.,https://www.ncbi.nlm.nih.gov/pubmed/18648509
Propionibacterium,Psoriasis,Reduced,Skin swab,Human,qPCR,Substantial alterations of the cutaneous bacterial biota in psoriatic lesions.,https://www.ncbi.nlm.nih.gov/pubmed/18648509
Propionibacterium,Psoriasis,Reduced,Skin swab,Human,qPCR,Substantial alterations of the cutaneous bacterial biota in psoriatic lesions.,https://www.ncbi.nlm.nih.gov/pubmed/18648509
Aeromonas,Cystic Fibrosis,Elevated,Faeces,Human,Phylogenetic microarray,Gut dysbiosis in cystic fibrosis.,https://www.ncbi.nlm.nih.gov/pubmed/22538067
Ferribacter thermoautotrophicus,Cystic Fibrosis,Elevated,Faeces,Human,Phylogenetic microarray,Gut dysbiosis in cystic fibrosis.,https://www.ncbi.nlm.nih.gov/pubmed/22538067
Mannheimia,Cystic Fibrosis,Elevated,Faeces,Human,Phylogenetic microarray,Gut dysbiosis in cystic fibrosis.,https://www.ncbi.nlm.nih.gov/pubmed/22538067
Lyrodus pedicellatus,Cystic Fibrosis,Reduced,Faeces,Human,Phylogenetic microarray,Gut dysbiosis in cystic fibrosis.,https://www.ncbi.nlm.nih.gov/pubmed/22538067
Nitrosomonas eutropha,Cystic Fibrosis,Reduced,Faeces,Human,Phylogenetic microarray,Gut dysbiosis in cystic fibrosis.,https://www.ncbi.nlm.nih.gov/pubmed/22538067
Calyptogena magnifica,Cystic Fibrosis,Reduced,Faeces,Human,Phylogenetic microarray,Gut dysbiosis in cystic fibrosis.,https://www.ncbi.nlm.nih.gov/pubmed/22538067
Fucophilus fucoidanolyticus,Cystic Fibrosis,Reduced,Faeces,Human,Phylogenetic microarray,Gut dysbiosis in cystic fibrosis.,https://www.ncbi.nlm.nih.gov/pubmed/22538067
Dietzia maris,Cystic Fibrosis,Reduced,Faeces,Human,Phylogenetic microarray,Gut dysbiosis in cystic fibrosis.,https://www.ncbi.nlm.nih.gov/pubmed/22538067
Clostridium acetobutylicum,Cystic Fibrosis,Reduced,Faeces,Human,Phylogenetic microarray,Gut dysbiosis in cystic fibrosis.,https://www.ncbi.nlm.nih.gov/pubmed/22538067
Bifidobacterium breve,Cystic Fibrosis,Reduced,Faeces,Human,Phylogenetic microarray,Gut dysbiosis in cystic fibrosis.,https://www.ncbi.nlm.nih.gov/pubmed/22538067
Thermosipho,Cystic Fibrosis,Reduced,Faeces,Human,Phylogenetic microarray,Gut dysbiosis in cystic fibrosis.,https://www.ncbi.nlm.nih.gov/pubmed/22538067
Thiomicrospira crunogena,Cystic Fibrosis,Reduced,Faeces,Human,Phylogenetic microarray,Gut dysbiosis in cystic fibrosis.,https://www.ncbi.nlm.nih.gov/pubmed/22538067
Sphingobacterium,Cystic Fibrosis,Reduced,Faeces,Human,Phylogenetic microarray,Gut dysbiosis in cystic fibrosis.,https://www.ncbi.nlm.nih.gov/pubmed/22538067
Hymenobacter,Cystic Fibrosis,Reduced,Faeces,Human,Phylogenetic microarray,Gut dysbiosis in cystic fibrosis.,https://www.ncbi.nlm.nih.gov/pubmed/22538067
Nodularia sphaerocarpa,Cystic Fibrosis,Reduced,Faeces,Human,Phylogenetic microarray,Gut dysbiosis in cystic fibrosis.,https://www.ncbi.nlm.nih.gov/pubmed/22538067
Bifidobacterium thermacidophilum porcinum,Cystic Fibrosis,Reduced,Faeces,Human,Phylogenetic microarray,Gut dysbiosis in cystic fibrosis.,https://www.ncbi.nlm.nih.gov/pubmed/22538067
Bifidobacterium adolescentis,Cystic Fibrosis,Reduced,Faeces,Human,Phylogenetic microarray,Gut dysbiosis in cystic fibrosis.,https://www.ncbi.nlm.nih.gov/pubmed/22538067
Mitrastema yamamotoi,Cystic Fibrosis,Reduced,Faeces,Human,Phylogenetic microarray,Gut dysbiosis in cystic fibrosis.,https://www.ncbi.nlm.nih.gov/pubmed/22538067
Symbiobacterium toebii,Cystic Fibrosis,Reduced,Faeces,Human,Phylogenetic microarray,Gut dysbiosis in cystic fibrosis.,https://www.ncbi.nlm.nih.gov/pubmed/22538067
Sphingopyxis flavimaris,Cystic Fibrosis,Reduced,Faeces,Human,Phylogenetic microarray,Gut dysbiosis in cystic fibrosis.,https://www.ncbi.nlm.nih.gov/pubmed/22538067
Corynebacterium jeikeium,Cystic Fibrosis,Reduced,Faeces,Human,Phylogenetic microarray,Gut dysbiosis in cystic fibrosis.,https://www.ncbi.nlm.nih.gov/pubmed/22538067
Streptococcus pneumoniae,Chronic Obstructive Pulmonary Disease,Elevated,Sputum,Human,Denaturating gradient gel electrophoresis (DGGE),Analysis of the bacterial community in chronic obstructive pulmonary disease sputum samples by denaturing gradient gel electrophoresis and real-time PCR,https://www.ncbi.nlm.nih.gov/pubmed/25403149
Klebsiella pneumoniae,Chronic Obstructive Pulmonary Disease,Elevated,Sputum,Human,Denaturating gradient gel electrophoresis (DGGE),Analysis of the bacterial community in chronic obstructive pulmonary disease sputum samples by denaturing gradient gel electrophoresis and real-time PCR,https://www.ncbi.nlm.nih.gov/pubmed/25403149
Pseudomonas aeruginosa,Chronic Obstructive Pulmonary Disease,Elevated,Sputum,Human,Denaturating gradient gel electrophoresis (DGGE),Analysis of the bacterial community in chronic obstructive pulmonary disease sputum samples by denaturing gradient gel electrophoresis and real-time PCR,https://www.ncbi.nlm.nih.gov/pubmed/25403149
Anaerotruncus,Crohn's Disease,Reduced,Faeces,Human,16S rRNA sequencing,Reduced abundance of butyrate-producing bacteria species in the fecal microbial community in Crohn's Disease.,https://www.ncbi.nlm.nih.gov/pubmed/26789999
Bacillus,Crohn's Disease,Reduced,Faeces,Human,16S rRNA sequencing,Reduced abundance of butyrate-producing bacteria species in the fecal microbial community in Crohn's Disease.,https://www.ncbi.nlm.nih.gov/pubmed/26789999
Bacteroides,Crohn's Disease,Reduced,Faeces,Human,16S rRNA sequencing,Reduced abundance of butyrate-producing bacteria species in the fecal microbial community in Crohn's Disease.,https://www.ncbi.nlm.nih.gov/pubmed/26789999
Cellulosilyticum,Crohn's Disease,Reduced,Faeces,Human,16S rRNA sequencing,Reduced abundance of butyrate-producing bacteria species in the fecal microbial community in Crohn's Disease.,https://www.ncbi.nlm.nih.gov/pubmed/26789999
Christensenella,Crohn's Disease,Reduced,Faeces,Human,16S rRNA sequencing,Reduced abundance of butyrate-producing bacteria species in the fecal microbial community in Crohn's Disease.,https://www.ncbi.nlm.nih.gov/pubmed/26789999
Citrobacter,Crohn's Disease,Reduced,Faeces,Human,16S rRNA sequencing,Reduced abundance of butyrate-producing bacteria species in the fecal microbial community in Crohn's Disease.,https://www.ncbi.nlm.nih.gov/pubmed/26789999
Coprococcus,Crohn's Disease,Reduced,Faeces,Human,16S rRNA sequencing,Reduced abundance of butyrate-producing bacteria species in the fecal microbial community in Crohn's Disease.,https://www.ncbi.nlm.nih.gov/pubmed/26789999
Desulfovibrio,Crohn's Disease,Reduced,Faeces,Human,16S rRNA sequencing,Reduced abundance of butyrate-producing bacteria species in the fecal microbial community in Crohn's Disease.,https://www.ncbi.nlm.nih.gov/pubmed/26789999
Enterobacter,Crohn's Disease,Reduced,Faeces,Human,16S rRNA sequencing,Reduced abundance of butyrate-producing bacteria species in the fecal microbial community in Crohn's Disease.,https://www.ncbi.nlm.nih.gov/pubmed/26789999
Eubacterium,Crohn's Disease,Reduced,Faeces,Human,16S rRNA sequencing,Reduced abundance of butyrate-producing bacteria species in the fecal microbial community in Crohn's Disease.,https://www.ncbi.nlm.nih.gov/pubmed/26789999
Faecalibacterium,Crohn's Disease,Reduced,Faeces,Human,16S rRNA sequencing,Reduced abundance of butyrate-producing bacteria species in the fecal microbial community in Crohn's Disease.,https://www.ncbi.nlm.nih.gov/pubmed/26789999
Holdemania,Crohn's Disease,Reduced,Faeces,Human,16S rRNA sequencing,Reduced abundance of butyrate-producing bacteria species in the fecal microbial community in Crohn's Disease.,https://www.ncbi.nlm.nih.gov/pubmed/26789999
Lachnospira,Crohn's Disease,Reduced,Faeces,Human,16S rRNA sequencing,Reduced abundance of butyrate-producing bacteria species in the fecal microbial community in Crohn's Disease.,https://www.ncbi.nlm.nih.gov/pubmed/26789999
Lactobacillus,Crohn's Disease,Reduced,Faeces,Human,16S rRNA sequencing,Reduced abundance of butyrate-producing bacteria species in the fecal microbial community in Crohn's Disease.,https://www.ncbi.nlm.nih.gov/pubmed/26789999
Odoribacter,Crohn's Disease,Reduced,Faeces,Human,16S rRNA sequencing,Reduced abundance of butyrate-producing bacteria species in the fecal microbial community in Crohn's Disease.,https://www.ncbi.nlm.nih.gov/pubmed/26789999
Parabacteroides,Crohn's Disease,Reduced,Faeces,Human,16S rRNA sequencing,Reduced abundance of butyrate-producing bacteria species in the fecal microbial community in Crohn's Disease.,https://www.ncbi.nlm.nih.gov/pubmed/26789999
Prevotella,Crohn's Disease,Reduced,Faeces,Human,16S rRNA sequencing,Reduced abundance of butyrate-producing bacteria species in the fecal microbial community in Crohn's Disease.,https://www.ncbi.nlm.nih.gov/pubmed/26789999
Pseudoflavonifractor,Crohn's Disease,Reduced,Faeces,Human,16S rRNA sequencing,Reduced abundance of butyrate-producing bacteria species in the fecal microbial community in Crohn's Disease.,https://www.ncbi.nlm.nih.gov/pubmed/26789999
Roseburia,Crohn's Disease,Reduced,Faeces,Human,16S rRNA sequencing,Reduced abundance of butyrate-producing bacteria species in the fecal microbial community in Crohn's Disease.,https://www.ncbi.nlm.nih.gov/pubmed/26789999
Ruminococcus,Crohn's Disease,Reduced,Faeces,Human,16S rRNA sequencing,Reduced abundance of butyrate-producing bacteria species in the fecal microbial community in Crohn's Disease.,https://www.ncbi.nlm.nih.gov/pubmed/26789999
Sarcina,Crohn's Disease,Reduced,Faeces,Human,16S rRNA sequencing,Reduced abundance of butyrate-producing bacteria species in the fecal microbial community in Crohn's Disease.,https://www.ncbi.nlm.nih.gov/pubmed/26789999
Subdoligranulum,Crohn's Disease,Reduced,Faeces,Human,16S rRNA sequencing,Reduced abundance of butyrate-producing bacteria species in the fecal microbial community in Crohn's Disease.,https://www.ncbi.nlm.nih.gov/pubmed/26789999
Turicibacter,Crohn's Disease,Reduced,Faeces,Human,16S rRNA sequencing,Reduced abundance of butyrate-producing bacteria species in the fecal microbial community in Crohn's Disease.,https://www.ncbi.nlm.nih.gov/pubmed/26789999
